Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,Hour,Day,Day_of_Week,Month,Month_Name,Is_Weekend,Utilization_Band,Inventory_Band,Inventory_Coverage,Purchase_Frequency_Band,Demand_Normalized,Utilization_Normalized,Waiting_Normalized,Operational_Stress_Score,Operational_Stress_Level,Week_of_Year,Time_Period,Inventory_Demand_Gap,Stock_Risk,Fleet_Load_Index,Fleet_Load_Index_Normalized,Demand_Score,Utilization_Score,Waiting_Score,Customer_Value_Index,Customer_Value_Segment,Traffic_Level,Traffic_Utilization_Interaction,Demand_Traffic_Interaction,Utilization_Waiting_Interaction,Pre_Dispatch_Stress_Score,Distance_From_Center
2024-11-20 11:22:13,Truck_3,-13.511,141.8454,112,In Transit,19.7,76.6,Detour,22,121,3,Traffic,80.9,262,0,11,20,2,11,November,0,Very High,Low,0.42748091603053434,Low,0.81,0.5225000000000004,0.24,0.5241666666666668,Medium,47,Morning,-150,1,21195.800000000003,0.6476835475800191,0.81,0.5225000000000004,0.24,363,Low Value,,,,1779.8000000000002,0.6662500000000002,141.53091404560433
2024-06-25 02:26:25,Truck_3,-22.427,108.2306,435,Delivered,25.8,78.6,Heavy,22,220,7,Traffic,90.8,101,1,2,25,1,6,June,0,Very High,High,4.306930693069307,Medium-High,0.005,0.77,0.24,0.3383333333333334,Medium,26,Night,334,0,9170.8,0.1289621257872487,0.0050000000000000044,0.77,0.24,1540,High Value,,,,1997.6,0.3875,109.44034633200174
2024-06-25 00:01:12,Truck_9,43.3353,-12.0683,422,Delivered,20.0,62.9,Heavy,14,184,9,Traffic,64.0,248,1,0,25,1,6,June,0,High,High,1.7016129032258065,High,0.74,0.1,0.08,0.3066666666666667,Low,26,Night,174,0,15872.0,0.418031231127599,0.74,0.10000000000000009,0.08000000000000002,1656,High Value,,,,896.0,0.42000000000000004,46.521244070842144
2024-05-02 02:33:56,Truck_4,-66.7517,161.45,353,In Transit,20.5,52.0,Heavy,26,392,7,Traffic,76.4,155,1,2,2,3,5,May,0,Very High,Medium-High,2.2774193548387096,Medium-High,0.275,0.4100000000000001,0.32,0.335,Medium,18,Night,198,0,11842.0,0.24418945733758957,0.275,0.41000000000000014,0.32,2744,Very High Value,,,,1986.4,0.3425000000000001,173.4144814581721
2024-08-10 00:04:40,Truck_8,-65.7349,-173.3011,299,Delayed,23.9,50.1,Heavy,17,315,6,,88.3,252,1,0,10,5,8,August,1,Very High,Medium-Low,1.1865079365079365,Medium-Low,0.76,0.7075,0.14,0.5358333333333333,Medium,32,Night,47,0,22251.6,0.693227504098007,0.76,0.7075,0.14,1890,High Value,,,,1501.1,0.73375,185.65616265049127
2024-05-13 03:20:21,Truck_1,-55.4768,18.2551,261,Delayed,22.5,78.4,Clear,41,209,6,Mechanical Failure,71.8,240,1,3,13,0,5,May,0,High,Medium-Low,1.0875,Medium-Low,0.7,0.2949999999999999,0.6200000000000001,0.5383333333333333,Medium,20,Night,21,0,17232.0,0.47669743766715555,0.7,0.29499999999999993,0.6200000000000001,1254,Medium Value,,,,2943.7999999999997,0.49749999999999994,56.85073899202565
2024-12-02 08:32:47,Truck_8,5.9179,74.8254,425,Delayed,19.3,51.1,Heavy,39,235,9,Mechanical Failure,88.3,242,1,8,2,0,12,December,0,Very High,High,1.756198347107438,High,0.71,0.7075,0.5800000000000001,0.6658333333333334,High,49,Morning,183,0,21368.6,0.6551376067638686,0.71,0.7075,0.5800000000000001,2115,High Value,,,,3443.7,0.70875,74.34544555507436
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369,Delivered,26.3,52.1,Detour,48,104,7,,66.7,220,0,6,12,0,2,February,0,High,Medium-High,1.6772727272727272,Medium-High,0.6000000000000001,0.1675000000000002,0.76,0.5091666666666668,Medium,7,Morning,149,0,14674.0,0.3663532050729015,0.6000000000000001,0.1675000000000002,0.76,728,Medium Value,,,,3201.6000000000004,0.38375000000000015,70.14360483564803
2024-04-24 06:17:22,Truck_10,80.3158,70.765,223,Delayed,24.0,60.2,Heavy,45,292,6,Weather,78.4,205,1,6,24,2,4,April,0,Very High,Medium-Low,1.0878048780487806,Medium-Low,0.5249999999999999,0.4600000000000002,0.7,0.5616666666666666,Medium,17,Morning,18,0,16072.000000000002,0.42665861444223974,0.5249999999999999,0.4600000000000002,0.7,1752,High Value,,,,3528.0000000000005,0.49250000000000005,107.52148518808102
2024-12-06 19:05:13,Truck_2,-19.8847,42.5062,200,Delivered,28.1,72.1,Detour,28,129,9,,74.3,134,0,19,6,4,12,December,0,High,Low,1.492537313432836,High,0.17,0.3574999999999999,0.36,0.2958333333333333,Low,49,Evening,66,0,9956.199999999999,0.1628418600638426,0.17000000000000004,0.35749999999999993,0.36000000000000004,1161,Medium Value,,,,2080.4,0.26375,45.60130735756121
2024-04-30 11:53:17,Truck_9,5.4555,-147.5455,466,In Transit,26.1,72.1,Detour,54,475,9,Mechanical Failure,83.4,222,0,11,30,1,4,April,0,Very High,High,2.099099099099099,High,0.6100000000000001,0.5850000000000004,0.8800000000000001,0.6916666666666669,High,18,Morning,244,0,18514.800000000003,0.532033474247261,0.6100000000000001,0.5850000000000004,0.8800000000000001,4275,Very High Value,,,,4503.6,0.5975000000000003,148.53899528591833
2024-09-19 22:53:51,Truck_8,-19.2577,66.744,474,In Transit,27.7,71.2,Heavy,50,311,3,Mechanical Failure,91.6,266,1,22,19,3,9,September,0,Very High,High,1.781954887218045,Low,0.8300000000000001,0.79,0.8,0.8066666666666666,High,38,Late_Evening,208,0,24365.6,0.7844189457337589,0.8300000000000001,0.79,0.8,933,Medium Value,,,,4580.0,0.81,68.29385443758704
2024-12-22 15:08:14,Truck_6,-79.0792,-16.3423,490,Delivered,23.1,75.2,Heavy,14,460,7,,87.8,261,1,15,22,6,12,December,1,Very High,High,1.8773946360153257,Medium-High,0.8049999999999999,0.6949999999999998,0.08,0.5266666666666666,Medium,51,Afternoon,229,0,22915.8,0.7218790440859287,0.8049999999999999,0.6949999999999998,0.08000000000000002,3220,Very High Value,,,,1229.2,0.7499999999999999,79.5951611825786
2024-08-15 05:45:04,Truck_5,-1.6787,3.2441,126,Delivered,29.6,67.6,Detour,19,201,9,Weather,84.1,255,0,5,15,3,8,August,0,Very High,Low,0.49411764705882355,High,0.7750000000000001,0.6025,0.18,0.5191666666666667,Medium,33,Night,-129,1,21445.5,0.658454835648348,0.7750000000000001,0.6025,0.18,1809,High Value,,,,1597.8999999999999,0.6887500000000001,2.428045648941957
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164,In Transit,18.2,76.4,Clear,45,466,7,,98.1,196,0,11,16,5,3,March,1,Very High,Low,0.8367346938775511,Medium-High,0.48,0.9525,0.7,0.7108333333333334,High,11,Morning,-32,1,19227.6,0.5627814683806401,0.48,0.9525000000000001,0.7,3262,Very High Value,,,,4414.5,0.71625,15.004776480789909
2024-12-28 11:40:55,Truck_2,-30.0701,135.6396,477,Delayed,19.2,79.4,Clear,12,310,5,Mechanical Failure,63.7,129,1,11,28,5,12,December,1,High,High,3.697674418604651,Medium-Low,0.145,0.0925000000000002,0.0399999999999999,0.0925,Low,52,Morning,348,0,8217.300000000001,0.0878310758346994,0.14500000000000002,0.09250000000000025,0.03999999999999998,1550,High Value,,,,764.4000000000001,0.11875000000000013,137.82594932731703
2024-02-04 18:55:58,Truck_5,61.8444,107.4835,245,In Transit,24.2,56.9,Detour,39,379,2,Traffic,66.4,183,0,18,4,6,2,February,1,High,Medium-Low,1.3387978142076502,Low,0.415,0.1600000000000001,0.5800000000000001,0.385,Medium,5,Evening,62,0,12151.2,0.257527391942024,0.41500000000000004,0.16000000000000014,0.5800000000000001,758,Medium Value,,,,2589.6000000000004,0.2875000000000001,123.96884050860582
2024-07-09 02:12:54,Truck_5,40.784,77.2346,172,Delayed,25.2,67.6,Clear,40,274,7,Weather,66.3,170,1,2,9,1,7,July,0,High,Low,1.011764705882353,Medium-High,0.35,0.1574999999999999,0.6000000000000001,0.3691666666666666,Medium,28,Night,2,0,11271.0,0.2195582779742904,0.35,0.15749999999999997,0.6000000000000001,1918,High Value,,,,2652.0,0.25375,87.2508473033614
2024-12-01 23:54:16,Truck_7,-68.3515,158.251,206,Delayed,20.7,77.5,Clear,15,308,2,Mechanical Failure,63.9,209,1,23,1,6,12,December,1,High,Medium-Low,0.9856459330143541,Low,0.5449999999999999,0.0975000000000001,0.0999999999999999,0.2475,Low,48,Late_Evening,-3,1,13355.1,0.30945992580450354,0.5449999999999999,0.09750000000000014,0.09999999999999998,616,Low Value,,,,958.5,0.32125000000000004,171.07600844754933
2024-06-22 13:26:02,Truck_6,-33.8378,73.3221,310,In Transit,18.7,54.7,Clear,52,232,9,Traffic,72.6,113,0,13,22,5,6,June,1,High,Medium-High,2.743362831858407,High,0.065,0.3149999999999999,0.8400000000000001,0.4066666666666667,Medium,25,Afternoon,197,0,8203.8,0.08724872746096107,0.06500000000000006,0.31499999999999995,0.8400000000000001,2088,High Value,,,,3775.2,0.19,79.4284842542625
2024-07-27 15:50:46,Truck_2,69.6609,38.4464,225,Delivered,19.0,63.0,Heavy,17,282,6,Weather,99.6,265,1,15,27,5,7,July,1,Very High,Medium-Low,0.8490566037735849,Medium-Low,0.825,0.9900000000000002,0.14,0.6516666666666667,Medium,30,Afternoon,-40,1,26394.0,0.8719178673108448,0.825,0.9900000000000002,0.14,1692,High Value,,,,1693.1999999999998,0.9075000000000001,80.3644491056358
2024-09-05 14:12:00,Truck_3,20.8843,1.3947,303,Delayed,20.7,70.6,Clear,47,143,10,,98.1,123,1,14,5,3,9,September,0,Very High,Medium-High,2.4634146341463414,High,0.1149999999999999,0.9525,0.74,0.6025,Medium,36,Afternoon,180,0,12066.3,0.253865067724959,0.11499999999999999,0.9525000000000001,0.74,1430,High Value,,,,4610.7,0.5337500000000001,22.251381460310864
2024-11-11 22:09:53,Truck_1,-14.8081,-177.3003,237,Delayed,20.7,78.3,Heavy,35,491,2,,80.7,189,1,22,11,0,11,November,0,Very High,Medium-Low,1.253968253968254,Low,0.445,0.5175000000000001,0.5,0.4875,Medium,46,Late_Evening,48,0,15252.300000000001,0.39129928392718494,0.44500000000000006,0.5175000000000001,0.5,982,Medium Value,,,,2824.5,0.48125000000000007,178.64423857530582
2024-05-01 22:26:11,Truck_6,0.0414,-130.6505,172,Delivered,18.2,79.9,Clear,46,258,3,Mechanical Failure,60.1,154,0,22,1,2,5,May,0,High,Low,1.1168831168831168,Low,0.27,0.0025000000000001,0.72,0.3308333333333333,Medium,18,Late_Evening,18,0,9255.4,0.13261150892934176,0.27,0.0025000000000001688,0.72,774,Medium Value,,,,2764.6,0.1362500000000001,131.49501776583685
2024-07-26 20:19:01,Truck_9,-79.9146,-3.8554,214,In Transit,21.7,77.0,Heavy,47,187,10,,97.4,175,1,20,26,4,7,July,0,Very High,Medium-Low,1.2228571428571429,High,0.375,0.9350000000000004,0.74,0.6833333333333336,High,30,Late_Evening,39,0,17045.0,0.4686308342679666,0.375,0.9350000000000005,0.74,1870,High Value,,,,4577.8,0.6550000000000002,78.69453417827546
2024-08-09 01:16:43,Truck_3,76.4465,173.1493,330,Delayed,24.0,52.9,Heavy,14,425,1,Mechanical Failure,89.8,289,1,1,9,4,8,August,0,Very High,Medium-High,1.1418685121107266,Low,0.945,0.7450000000000001,0.08,0.5900000000000001,Medium,32,Night,41,0,25952.2,0.8528599775688035,0.9450000000000001,0.7450000000000001,0.08000000000000002,425,Low Value,,,,1257.2,0.8450000000000001,189.06448035305792
2024-01-29 21:04:08,Truck_5,-15.6005,-92.1974,130,Delivered,18.1,78.3,Heavy,39,424,9,Traffic,92.3,143,1,21,29,0,1,January,0,Very High,Low,0.9090909090909091,High,0.2149999999999999,0.8075000000000001,0.5800000000000001,0.5341666666666667,Medium,5,Late_Evening,-13,1,13198.9,0.3027219394357692,0.21499999999999997,0.8075000000000001,0.5800000000000001,3816,Very High Value,,,,3599.7,0.51125,94.11799979305067
2024-03-23 12:47:34,Truck_2,67.396,170.1537,364,Delayed,26.9,67.8,Clear,55,467,7,Weather,95.2,128,1,12,23,5,3,March,1,Very High,Medium-High,2.84375,Medium-High,0.14,0.8800000000000003,0.9000000000000001,0.6400000000000002,Medium,12,Afternoon,236,0,12185.6,0.2590113018721423,0.14,0.8800000000000003,0.9000000000000001,3269,Very High Value,,,,5236.0,0.5100000000000002,182.74443523494472
2024-10-17 13:22:31,Truck_8,33.6179,-67.2758,430,Delayed,26.4,68.4,Heavy,16,277,8,,71.9,137,1,13,17,3,10,October,0,High,High,3.1386861313868613,Medium-High,0.185,0.2975000000000003,0.12,0.2008333333333334,Low,42,Afternoon,293,0,9850.300000000001,0.15827366059874048,0.18500000000000005,0.2975000000000003,0.12,2216,High Value,,,,1150.4,0.2412500000000002,76.5690547910831
2024-07-11 07:07:27,Truck_8,-50.8174,-40.3409,187,In Transit,18.6,67.7,Clear,12,375,5,,85.4,140,0,7,11,3,7,July,0,Very High,Low,1.3357142857142856,Medium-Low,0.2,0.6350000000000002,0.0399999999999999,0.2916666666666667,Low,28,Morning,47,0,11956.0,0.24910706582693476,0.20000000000000007,0.6350000000000002,0.03999999999999998,1875,High Value,,,,1024.8000000000002,0.41750000000000015,64.35564257210945
2024-12-11 16:57:48,Truck_5,50.2709,125.6915,323,Delayed,28.3,61.2,Detour,52,139,4,Weather,72.4,127,1,16,11,2,12,December,0,High,Medium-High,2.543307086614173,Medium-Low,0.135,0.3100000000000003,0.8400000000000001,0.4283333333333334,Medium,50,Evening,196,0,9194.800000000001,0.12999741178500568,0.135,0.3100000000000003,0.8400000000000001,556,Low Value,,,,3764.8,0.22250000000000014,135.1088204239218
2024-01-10 01:05:25,Truck_9,-73.8211,3.187,386,Delivered,26.6,78.2,Detour,19,456,7,Traffic,87.6,290,0,1,10,2,1,January,0,Very High,Medium-High,1.3310344827586207,Medium-High,0.95,0.69,0.18,0.6066666666666666,Medium,2,Night,96,0,25404.0,0.8292123199033734,0.95,0.69,0.18,3192,Very High Value,,,,1664.3999999999999,0.82,72.49910250199822
2024-06-17 07:59:24,Truck_9,79.1172,178.4934,422,Delayed,19.6,53.3,Heavy,40,205,5,Weather,86.1,242,1,7,17,0,6,June,0,Very High,High,1.743801652892562,Medium-Low,0.71,0.6524999999999999,0.6000000000000001,0.6541666666666667,Medium,25,Morning,180,0,20836.199999999997,0.632171512380295,0.71,0.6524999999999999,0.6000000000000001,1025,Medium Value,,,,3444.0,0.6812499999999999,195.0342885504815
2024-06-25 01:52:28,Truck_9,27.4253,90.1386,433,Delayed,24.0,77.8,Clear,37,173,9,Weather,89.6,143,1,1,25,1,6,June,0,Very High,High,3.027972027972028,High,0.2149999999999999,0.7399999999999998,0.54,0.4983333333333332,Medium,26,Night,290,0,12812.8,0.28606677594685537,0.21499999999999997,0.7399999999999998,0.54,1557,High Value,,,,3315.2,0.47749999999999987,93.82625355412016
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318,Delivered,26.0,77.4,Clear,19,314,2,,70.2,250,0,20,17,2,4,April,0,High,Medium-High,1.272,Low,0.75,0.2550000000000001,0.18,0.395,Medium,16,Late_Evening,68,0,17550.0,0.4904149771374343,0.75,0.2550000000000001,0.18,628,Low Value,,,,1333.8,0.5025000000000001,156.9751518401305
2024-10-09 18:26:11,Truck_9,-72.8958,129.8921,176,In Transit,22.6,73.3,Heavy,37,154,4,Mechanical Failure,91.4,169,1,18,9,2,10,October,0,Very High,Low,1.0414201183431953,Medium-Low,0.345,0.7850000000000001,0.54,0.5566666666666668,Medium,41,Evening,7,0,15446.6,0.3996807868173583,0.345,0.7850000000000001,0.54,616,Low Value,,,,3381.8,0.5650000000000001,147.55529013777183
2024-11-27 17:17:47,Truck_4,-58.6802,-62.7474,125,Delayed,23.4,57.6,Heavy,23,191,2,Traffic,72.0,241,1,17,27,2,11,November,0,High,Low,0.5186721991701245,Low,0.7050000000000001,0.3,0.26,0.4216666666666667,Medium,48,Evening,-116,1,17352.0,0.48187386765594,0.7050000000000001,0.30000000000000004,0.26,382,Low Value,,,,1656.0,0.5025000000000001,85.60710749852635
